https://example.com/collocation-analysis
There are 1586150 different words in your collocation database for "fact". (Your query returned 1478 matches in 311 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	that	15126	3.87	90	288	2.54
2	this	9574	2.45	48	286	2.29
3	if	3142	0.80	14	242	2.12
4	in	36831	9.43	139	311	1.88
5	is	17469	4.47	64	302	1.84
6	is	17469	4.47	52	302	1.54
7	but	5745	1.47	17	282	1.53
8	which	13905	3.56	37	287	1.38
9	it	14330	3.67	36	287	1.29
10	not	6277	1.61	13	278	1.02
11	a	32071	8.21	61	309	0.89
12	to	35556	9.10	59	309	0.70
13	by	15482	3.96	24	308	0.60
14	was	9783	2.50	15	268	0.58
15	be	14071	3.60	21	292	0.54
16	as	11660	2.98	17	294	0.51
17	by	15482	3.96	21	308	0.41
18	the	152723	39.09	205	311	0.39
19	in	36831	9.43	48	311	0.35
20	from	10880	2.78	14	297	0.33
21	i	10129	2.59	13	289	0.33
22	this	9574	2.45	12	286	0.29
23	from	10880	2.78	13	297	0.22
24	that	15126	3.87	18	288	0.22
25	a	32071	8.21	35	309	0.09
26	which	13905	3.56	14	287	-0.02
27	of	89241	22.84	89	311	-0.04
28	be	14071	3.60	14	292	-0.04
29	the	152723	39.09	143	311	-0.13
30	to	35556	9.10	27	309	-0.43
31	of	89241	22.84	60	311	-0.61
32	and	41047	10.51	26	310	-0.69
33	and	41047	10.51	19	310	-1.15
