No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,181,0.03,9,66,6.15
2,many,625,0.11,11,198,4.65
3,new,814,0.14,10,143,4.13
4,these,2755,0.48,31,262,4.00
5,some,1688,0.30,11,259,3.22
6,have,4990,0.88,23,280,2.72
7,been,3048,0.53,13,275,2.60
8,which,10296,1.81,39,283,2.43
9,or,4753,0.83,11,279,1.72
10,from,7346,1.29,17,286,1.72
11,that,11207,1.97,24,278,1.61
12,are,5018,0.88,9,268,1.35
13,i,7142,1.25,12,284,1.26
14,to,24188,4.24,31,288,0.87
15,with,7370,1.29,8,283,0.63
16,the,100036,17.55,101,299,0.52
17,as,8013,1.41,8,281,0.51
18,that,11207,1.97,11,278,0.48
19,be,10211,1.79,10,283,0.48
20,of,62890,11.03,60,296,0.44
21,it,11054,1.94,10,279,0.37
22,by,11144,1.95,9,295,0.20
23,in,24382,4.28,19,295,0.15
24,to,24188,4.24,15,288,-0.18
25,and,26481,4.65,16,298,-0.22
26,and,26481,4.65,16,298,-0.22
27,a,22181,3.89,13,300,-0.26
28,the,100036,17.55,53,299,-0.41
29,of,62890,11.03,28,296,-0.66
30,a,22181,3.89,8,300,-0.96
31,in,24382,4.28,8,295,-1.10
