https://example.com/collocation-analysis
There are 1814663 different words in your collocation database for "facts". (Your query returned 1738 matches in 246 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	recorded	115	0.03	14	39	6.90
2	stated	455	0.12	19	112	5.35
3	connected	595	0.15	13	108	4.42
4	many	1193	0.31	16	170	3.71
5	these	5929	1.52	66	214	3.44
6	such	2041	0.52	15	194	2.85
7	some	2681	0.69	19	211	2.79
8	all	3487	0.89	17	208	2.25
9	i	10515	2.69	50	231	2.22
10	have	7900	2.02	36	222	2.16
11	from	12268	3.14	48	230	1.94
12	which	18312	4.68	60	231	1.68
13	are	9898	2.53	27	238	1.42
14	we	5310	1.36	13	202	1.26
15	that	18864	4.82	45	225	1.22
16	with	13907	3.56	33	243	1.21
17	but	6985	1.79	16	223	1.16
18	with	13907	3.56	29	243	1.03
19	be	15525	3.97	32	240	1.01
20	in	47111	12.05	88	245	0.87
21	to	40878	10.45	75	246	0.84
22	are	9898	2.53	17	238	0.75
23	this	11591	2.96	19	225	0.68
24	it	17189	4.40	28	231	0.67
25	the	181356	46.37	285	246	0.62
26	as	15663	4.00	24	238	0.58
27	or	9533	2.44	13	235	0.42
28	by	17482	4.47	23	246	0.36
29	by	17482	4.47	23	246	0.36
30	on	12521	3.20	16	244	0.32
31	as	15663	4.00	19	238	0.25
32	of	104384	26.69	126	246	0.24
33	to	40878	10.45	45	246	0.11
34	and	46360	11.85	50	246	0.08
35	that	18864	4.82	18	225	-0.10
36	the	181356	46.37	140	246	-0.41
37	a	34676	8.87	24	244	-0.56
38	in	47111	12.05	29	245	-0.73
39	and	46360	11.85	28	246	-0.76
40	is	21878	5.59	13	244	-0.78
41	a	34676	8.87	17	244	-1.06
42	of	104384	26.69	50	246	-1.09
