https://example.com/collocation-analysis
There are 5076981 different words in your collocation database for "facts". (Your query returned 1469 matches in 317 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	13079	1.50	97	313	4.01
2	are	31694	3.65	52	315	1.83
3	that	46589	5.36	72	315	1.75
4	which	35776	4.12	52	315	1.66
5	from	29983	3.45	39	315	1.50
6	with	36286	4.17	40	317	1.26
7	to	100642	11.58	97	316	1.07
8	the	487601	56.09	389	316	0.79
9	to	100642	11.58	69	316	0.58
10	in	121068	13.93	68	317	0.29
11	of	277789	31.95	153	317	0.26
12	of	277789	31.95	112	317	-0.19
13	and	117765	13.55	45	317	-0.27
14	the	487601	56.09	184	316	-0.29
