https://example.com/collocation-analysis
There are 2034191 different words in your collocation database for "facts". (Your query returned 2003 matches in 271 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	stated	517	0.14	22	126	5.35
2	many	1326	0.35	17	189	3.62
3	these	6475	1.69	82	240	3.60
4	such	2288	0.60	17	212	2.83
5	have	8800	2.30	46	247	2.32
6	some	2941	0.77	15	234	2.29
7	all	4017	1.05	20	232	2.25
8	i	11942	3.12	52	257	2.06
9	from	13665	3.57	57	256	2.00
10	been	5282	1.38	21	249	1.93
11	which	20250	5.30	77	256	1.86
12	are	11060	2.89	39	264	1.75
13	other	5288	1.38	16	244	1.53
14	that	21199	5.54	57	251	1.36
15	we	5998	1.57	16	222	1.35
16	with	15452	4.04	36	267	1.16
17	but	7824	2.05	18	247	1.14
18	to	45102	11.80	90	270	0.93
19	with	15452	4.04	29	267	0.84
20	in	52123	13.63	95	270	0.80
21	be	17621	4.61	31	263	0.75
22	this	12854	3.36	22	249	0.71
23	by	19096	4.99	32	271	0.68
24	the	203070	53.11	327	271	0.62
25	it	19595	5.12	31	253	0.60
26	by	19096	4.99	30	271	0.59
27	are	11060	2.89	17	264	0.56
28	on	13620	3.56	20	270	0.49
29	as	17157	4.49	24	260	0.42
30	of	116031	30.35	161	271	0.41
31	as	17157	4.49	19	260	0.08
32	and	52116	13.63	56	271	0.04
33	to	45102	11.80	47	270	-0.01
34	that	21199	5.54	22	251	-0.01
35	the	203070	53.11	163	271	-0.38
36	is	24611	6.44	19	268	-0.44
37	a	39801	10.41	25	269	-0.74
38	and	52116	13.63	32	271	-0.77
39	a	39801	10.41	20	269	-1.06
40	of	116031	30.35	58	271	-1.07
41	in	52123	13.63	25	270	-1.13
