No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,153,0.04,12,66,7.23
2,that,16716,4.36,74,291,3.08
3,if,3474,0.91,14,249,2.95
4,this,10282,2.68,39,289,2.86
5,in,40139,10.47,150,314,2.84
6,is,19473,5.08,45,306,2.15
7,is,19473,5.08,41,306,2.01
8,which,15690,4.09,33,290,2.01
9,a,34532,9.01,61,312,1.76
10,i,10787,2.81,15,293,1.41
11,by,16621,4.34,16,311,0.88
12,the,167800,43.78,148,314,0.76
13,to,38519,10.05,32,312,0.67
14,by,16621,4.34,13,311,0.58
15,the,167800,43.78,98,314,0.16
16,a,34532,9.01,20,312,0.15
17,in,40139,10.47,22,314,0.07
18,of,97197,25.36,40,314,-0.34
19,and,44741,11.67,16,313,-0.55
20,of,97197,25.36,26,314,-0.96
