No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,137,0.04,13,74,7.46
2,that,12951,3.48,56,289,3.01
3,this,8386,2.25,31,290,2.78
4,in,28989,7.79,81,310,2.38
5,is,13404,3.60,26,301,1.85
6,a,24261,6.52,47,311,1.85
7,is,13404,3.60,25,301,1.79
8,which,10971,2.95,20,292,1.76
9,i,8316,2.24,15,290,1.75
10,from,9034,2.43,12,301,1.30
11,was,8540,2.30,11,285,1.26
12,the,121451,32.66,137,314,1.07
13,as,9254,2.49,10,295,1.01
14,by,12692,3.41,10,310,0.55
15,in,28989,7.79,21,310,0.43
16,a,24261,6.52,16,311,0.29
17,of,73280,19.70,48,313,0.28
18,the,121451,32.66,71,314,0.12
19,to,28752,7.73,12,305,-0.37
20,and,32125,8.64,12,314,-0.53
21,of,73280,19.70,26,313,-0.60
22,and,32125,8.64,11,314,-0.65
