No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,important,300,0.12,10,98,5.39
2,remarkable,394,0.16,11,104,5.13
3,that,14710,5.86,159,197,3.76
4,this,9313,3.71,77,198,3.38
5,in,39028,15.54,174,210,2.49
6,will,2987,1.19,11,182,2.21
7,may,3742,1.49,13,188,2.13
8,from,10671,4.25,28,199,1.72
9,a,27703,11.03,66,209,1.58
10,is,16993,6.76,40,209,1.56
11,i,8441,3.36,19,196,1.50
12,an,5122,2.04,11,204,1.43
13,which,14211,5.66,30,203,1.41
14,is,16993,6.76,35,209,1.37
15,by,17110,6.81,27,209,0.99
16,the,148170,58.99,226,210,0.94
17,it,13100,5.22,18,203,0.79
18,be,12039,4.79,16,205,0.74
19,was,8958,3.57,11,197,0.63
20,this,9313,3.71,10,198,0.43
21,a,27703,11.03,28,209,0.34
22,with,11830,4.71,11,207,0.22
23,the,148170,58.99,132,210,0.16
24,that,14710,5.86,13,197,0.15
25,by,17110,6.81,15,209,0.14
26,in,39028,15.54,34,210,0.13
27,as,12629,5.03,11,208,0.13
28,to,32946,13.12,25,209,-0.07
29,of,86531,34.45,56,210,-0.30
30,and,37046,14.75,23,210,-0.36
31,to,32946,13.12,12,209,-1.13
32,of,86531,34.45,30,210,-1.20
