author,date,identifier,language,og_url,pdf_download_link,pdf_link,publisher,title
Larry R. Squire,1997-11-29,10.1098/rstb.1997.0147,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0147,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0147?download=true,/doi/epdf/10.1098/rstb.1997.0147,The Royal Society,Introduction
S. Zeki,1997-11-29,10.1098/rstb.1997.2000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.2000?download=true,/doi/epdf/10.1098/rstb.1997.2000,The Royal Society,Editorial
Aaron Klug,1997-12-29,10.1098/rstb.1997.0159,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0159,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0159?download=true,/doi/epdf/10.1098/rstb.1997.0159,The Royal Society,"Introduction to Ageing science, medicine, and society"
none,1997-10-29,10.1098/rstb.1997.0125,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0125,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0125?download=true,/doi/epdf/10.1098/rstb.1997.0125,The Royal Society,"Introduction to What are the parietal and hippocampal contributions to spatial cognition, the proceedings of a Discussion held at The Royal Society"
F. Y. Liew,1997-9-29,10.1098/rstb.1997.0112,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0112,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0112?download=true,/doi/epdf/10.1098/rstb.1997.0112,The Royal Society,"Preface to Immune effector mechanisms in parasitic infections, a Discussion held at The Royal Society on the 19 and 20 February 1997."
none,1998-1-29,10.1098/rstb.1998.0185,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0185,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0185?download=true,/doi/epdf/10.1098/rstb.1998.0185,The Royal Society,"Preface to Vegetation–climate–atmosphere interactions past, present and future, the proceedings of a Discussion Meeting held at the Royal Society"
none,1999-6-29,10.1098/rstb.1999.0446,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1999.0446,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1999.0446?download=true,/doi/epdf/10.1098/rstb.1999.0446,The Royal Society,Introduction to Glutamine repeats and neurodegenerative diseases molecular aspects. A Discussion Meeting held at the Royal Society on 7 and 8 October 1998
none,1999-12-29,10.1098/rstb.1999.0530,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1999.0530,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1999.0530?download=true,/doi/epdf/10.1098/rstb.1999.0530,The Royal Society,Introduction to the Philosophical Transactions B Millennium issue. A special Millennium issue edited by S. Zeki
Malcolm P. Young,2000-1-29,10.1098/rstb.2000.0545,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2000.0545,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2000.0545?download=true,/doi/epdf/10.1098/rstb.2000.0545,The Royal Society,Brain structure–function relationships advances from neuroinformatics
none,1999-7-29,10.1098/rstb.1999.0467,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1999.0467,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1999.0467?download=true,/doi/epdf/10.1098/rstb.1999.0467,The Royal Society,Preface to The measurement of brain activity. A Theme organized and edited by A. Howseman and S. Zeki
B. A. Thrush,1997-2-28,10.1098/rstb.1997.0008,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0008,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0008?download=true,/doi/epdf/10.1098/rstb.1997.0008,The Royal Society,"Preface for a Discussion on Atmospheric chemistry of sulphur in relation to aerosols, clouds, and climate"
Peter Raymond Grant,1996-06-29,10.1098/rstb.1996.0066,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0066,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0066?download=true,/doi/epdf/10.1098/rstb.1996.0066,The Royal SocietyLondon,Preface
D. S. Latchman,1996-04-29,10.1098/rstb.1996.0044,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0044,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0044?download=true,/doi/epdf/10.1098/rstb.1996.0044,The Royal SocietyLondon,Preface
E. O. R. Reynolds,1997-6-29,10.1098/rstb.1997.0044,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0044,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0044?download=true,/doi/epdf/10.1098/rstb.1997.0044,The Royal Society,Preface for a Discussion on Near–infrared spectroscopy and imaging of living systems
S. B. McMahon,1996-03-29,10.1098/rstb.1996.0029,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0029,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0029?download=true,/doi/epdf/10.1098/rstb.1996.0029,The Royal SocietyLondon,Preface
none,1997-7-29,10.1098/rstb.1997.0066,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0066,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0066?download=true,/doi/epdf/10.1098/rstb.1997.0066,The Royal Society,Introduction and conclusions for a Discussion entitled Land resources on the edge of the Malthusian precipice
none,1997-8-29,10.1098/rstb.1997.0081,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0081,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0081?download=true,/doi/epdf/10.1098/rstb.1997.0081,The Royal Society,Introduction to Human Genetics – uncertainties and the financial implications ahead
Christopher Martin Dobson,1995-04-29,10.1098/rstb.1995.0038,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1995.0038,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1995.0038?download=true,/doi/epdf/10.1098/rstb.1995.0038,The Royal SocietyLondon,Preface
Patrick D. Wall,1997-3-29,10.1098/rstb.1997.1000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.1000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.1000?download=true,/doi/epdf/10.1098/rstb.1997.1000,The Royal Society,Editorial
Tomas Robert Lindahl,1995-01-30,10.1098/rstb.1995.0001,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1995.0001,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1995.0001?download=true,/doi/epdf/10.1098/rstb.1995.0001,The Royal SocietyLondon,Preface
B. Butterworth,1994-10-29,10.1098/rstb.1994.0121,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0121,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0121?download=true,/doi/epdf/10.1098/rstb.1994.0121,The Royal SocietyLondon,Preface
Michael Dexter,1994-08-30,10.1098/rstb.1994.0098,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0098,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0098?download=true,/doi/epdf/10.1098/rstb.1994.0098,The Royal SocietyLondon,Preface
John Lander Harper,1994-07-29,10.1098/rstb.1994.0081,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0081,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0081?download=true,/doi/epdf/10.1098/rstb.1994.0081,The Royal SocietyLondon,Biodiversity measurement and estimation. Preface
Sir Walter Bodmer,1994-06-29,10.1098/rstb.1994.0070,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0070,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0070?download=true,/doi/epdf/10.1098/rstb.1994.0070,The Royal SocietyLondon,Preface
Christopher M. Dobson,2001-2-28,10.1098/rstb.2000.0757,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2000.0757,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2000.0757?download=true,/doi/epdf/10.1098/rstb.2000.0757,The Royal Society,Preface
none,1998-2-28,10.1098/rstb.1998.0199,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0199,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0199?download=true,/doi/epdf/10.1098/rstb.1998.0199,The Royal Society,"Preface to a Discussion Meeting entitled Evolution of biological diversity from population differentiation to speciation, held at the Royal Society on 9 and 10 July 1997"
none,1998-5-29,10.1098/rstb.1998.0232,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0232,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0232?download=true,/doi/epdf/10.1098/rstb.1998.0232,The Royal Society,Preface to the Themed Discussion on ‘Mating biology of copepod crustaceans’
Larry R. Squire,1997-11-29,10.1098/rstb.1997.0147,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0147,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0147?download=true,/doi/epdf/10.1098/rstb.1997.0147,The Royal Society,Introduction
S. Zeki,1997-11-29,10.1098/rstb.1997.2000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.2000?download=true,/doi/epdf/10.1098/rstb.1997.2000,The Royal Society,Editorial
Aaron Klug,1997-12-29,10.1098/rstb.1997.0159,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0159,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0159?download=true,/doi/epdf/10.1098/rstb.1997.0159,The Royal Society,"Introduction to Ageing science, medicine, and society"
none,1997-10-29,10.1098/rstb.1997.0125,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0125,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0125?download=true,/doi/epdf/10.1098/rstb.1997.0125,The Royal Society,"Introduction to What are the parietal and hippocampal contributions to spatial cognition, the proceedings of a Discussion held at The Royal Society"
F. Y. Liew,1997-9-29,10.1098/rstb.1997.0112,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0112,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0112?download=true,/doi/epdf/10.1098/rstb.1997.0112,The Royal Society,"Preface to Immune effector mechanisms in parasitic infections, a Discussion held at The Royal Society on the 19 and 20 February 1997."
none,1998-1-29,10.1098/rstb.1998.0185,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1998.0185,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1998.0185?download=true,/doi/epdf/10.1098/rstb.1998.0185,The Royal Society,"Preface to Vegetation–climate–atmosphere interactions past, present and future, the proceedings of a Discussion Meeting held at the Royal Society"
none,1999-6-29,10.1098/rstb.1999.0446,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1999.0446,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1999.0446?download=true,/doi/epdf/10.1098/rstb.1999.0446,The Royal Society,Introduction to Glutamine repeats and neurodegenerative diseases molecular aspects. A Discussion Meeting held at the Royal Society on 7 and 8 October 1998
none,1999-12-29,10.1098/rstb.1999.0530,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1999.0530,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1999.0530?download=true,/doi/epdf/10.1098/rstb.1999.0530,The Royal Society,Introduction to the Philosophical Transactions B Millennium issue. A special Millennium issue edited by S. Zeki
Malcolm P. Young,2000-1-29,10.1098/rstb.2000.0545,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2000.0545,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2000.0545?download=true,/doi/epdf/10.1098/rstb.2000.0545,The Royal Society,Brain structure–function relationships advances from neuroinformatics
none,1999-7-29,10.1098/rstb.1999.0467,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1999.0467,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1999.0467?download=true,/doi/epdf/10.1098/rstb.1999.0467,The Royal Society,Preface to The measurement of brain activity. A Theme organized and edited by A. Howseman and S. Zeki
B. A. Thrush,1997-2-28,10.1098/rstb.1997.0008,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0008,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0008?download=true,/doi/epdf/10.1098/rstb.1997.0008,The Royal Society,"Preface for a Discussion on Atmospheric chemistry of sulphur in relation to aerosols, clouds, and climate"
Peter Raymond Grant,1996-06-29,10.1098/rstb.1996.0066,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0066,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0066?download=true,/doi/epdf/10.1098/rstb.1996.0066,The Royal SocietyLondon,Preface
D. S. Latchman,1996-04-29,10.1098/rstb.1996.0044,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0044,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0044?download=true,/doi/epdf/10.1098/rstb.1996.0044,The Royal SocietyLondon,Preface
E. O. R. Reynolds,1997-6-29,10.1098/rstb.1997.0044,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0044,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0044?download=true,/doi/epdf/10.1098/rstb.1997.0044,The Royal Society,Preface for a Discussion on Near–infrared spectroscopy and imaging of living systems
S. B. McMahon,1996-03-29,10.1098/rstb.1996.0029,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0029,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0029?download=true,/doi/epdf/10.1098/rstb.1996.0029,The Royal SocietyLondon,Preface
none,1997-7-29,10.1098/rstb.1997.0066,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0066,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0066?download=true,/doi/epdf/10.1098/rstb.1997.0066,The Royal Society,Introduction and conclusions for a Discussion entitled Land resources on the edge of the Malthusian precipice
none,1997-8-29,10.1098/rstb.1997.0081,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.0081,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.0081?download=true,/doi/epdf/10.1098/rstb.1997.0081,The Royal Society,Introduction to Human Genetics – uncertainties and the financial implications ahead
Christopher Martin Dobson,1995-04-29,10.1098/rstb.1995.0038,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1995.0038,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1995.0038?download=true,/doi/epdf/10.1098/rstb.1995.0038,The Royal SocietyLondon,Preface
Patrick D. Wall,1997-3-29,10.1098/rstb.1997.1000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1997.1000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1997.1000?download=true,/doi/epdf/10.1098/rstb.1997.1000,The Royal Society,Editorial
Tomas Robert Lindahl,1995-01-30,10.1098/rstb.1995.0001,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1995.0001,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1995.0001?download=true,/doi/epdf/10.1098/rstb.1995.0001,The Royal SocietyLondon,Preface
B. Butterworth,1994-10-29,10.1098/rstb.1994.0121,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0121,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0121?download=true,/doi/epdf/10.1098/rstb.1994.0121,The Royal SocietyLondon,Preface
Michael Dexter,1994-08-30,10.1098/rstb.1994.0098,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0098,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0098?download=true,/doi/epdf/10.1098/rstb.1994.0098,The Royal SocietyLondon,Preface
John Lander Harper,1994-07-29,10.1098/rstb.1994.0081,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0081,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0081?download=true,/doi/epdf/10.1098/rstb.1994.0081,The Royal SocietyLondon,Biodiversity measurement and estimation. Preface
Michael John Bevan,1993-11-29,10.1098/rstb.1993.0145,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1993.0145,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1993.0145?download=true,/doi/epdf/10.1098/rstb.1993.0145,The Royal SocietyLondon,Preface
Michael Joseph Crumpton,1993-10-29,10.1098/rstb.1993.0128,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1993.0128,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1993.0128?download=true,/doi/epdf/10.1098/rstb.1993.0128,The Royal SocietyLondon,Alan F. Williams an Appreciation
John Robert Laurence Allen,1993-08-28,10.1098/rstb.1993.0104,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1993.0104,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1993.0104?download=true,/doi/epdf/10.1098/rstb.1993.0104,The Royal SocietyLondon,Preface
R. K. Butlin,1993-05-29,10.1098/rstb.1993.0054,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1993.0054,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1993.0054?download=true,/doi/epdf/10.1098/rstb.1993.0054,The Royal SocietyLondon,Preface
John Lander Harper,1996-09-30,10.1098/rstb.1996.0105,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0105,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0105?download=true,/doi/epdf/10.1098/rstb.1996.0105,The Royal SocietyLondon,Preface
S. Wright,2012-11-5,10.1098/rstb.2012.0385,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0385,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0385?download=true,/doi/epdf/10.1098/rstb.2012.0385,The Royal Society,Notice of redundant publicationDNA sequences required for regulated expression of β-globin genes in murine erythroleukaemia cells
Pau Creixell,2012-11-5,10.1098/rstb.2012.0384,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0384,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0384?download=true,/doi/epdf/10.1098/rstb.2012.0384,The Royal Society,Research article Mutational properties of amino acid residues implications for evolvability of phosphorylatable residues
Julia L. Blanchard,2012-11-5,10.1098/rstb.2012.0231,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0231,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0231?download=true,/doi/epdf/10.1098/rstb.2012.0231,The Royal Society,Potential consequences of climate change for primary production and fish production in large marine ecosystems
Susan S. Taylor,2012-9-19,10.1098/rstb.2012.0054,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0054,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0054?download=true,/doi/epdf/10.1098/rstb.2012.0054,The Royal Society,Evolution of the eukaryotic protein kinases as dynamic molecular switches
Paul R. Albert,2012-9-5,10.1098/rstb.2012.0190,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0190,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0190?download=true,/doi/epdf/10.1098/rstb.2012.0190,The Royal Society,The neurobiology of depression—revisiting the serotonin hypothesis. I. Cellular and molecular mechanisms
C. Yan Cheng,2010-5-27,10.1098/rstb.2010.0024,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0024,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0024?download=true,/doi/epdf/10.1098/rstb.2010.0024,The Royal Society,"The biology of spermatogenesis the past, present and future"
Filip J. R. Meysman,2010-5-12,10.1098/rstb.2009.0300,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0300,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0300?download=true,/doi/epdf/10.1098/rstb.2009.0300,The Royal Society,Ecosystem functioning and maximum entropy production a quantitative test of hypotheses
Laurence Loewe,2010-4-27,10.1098/rstb.2009.0319,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0319,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0319?download=true,/doi/epdf/10.1098/rstb.2009.0319,The Royal Society,Mutations and Brian Charlesworth
Laurence Loewe,2010-4-27,10.1098/rstb.2009.0317,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0317,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0317?download=true,/doi/epdf/10.1098/rstb.2009.0317,The Royal Society,"The population genetics of mutations good, bad and indifferent"
Darren J Obbard,2008-10-16,rstb20080168,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0168,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0168?download=true,/doi/epdf/10.1098/rstb.2008.0168,The Royal SocietyLondon,The evolution of RNAi as a defence against viruses and transposable elements
Timothy C. Roth,2010-8-12,10.1098/rstb.2010.0163,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0163,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0163?download=true,/doi/epdf/10.1098/rstb.2010.0163,The Royal Society,Is bigger always better A critical appraisal of the use of volumetric analysis in the study of the hippocampus
William G. Hill,2010-1-12,10.1098/rstb.2009.0203,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0203,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0203?download=true,/doi/epdf/10.1098/rstb.2009.0203,The Royal Society,Understanding and using quantitative genetic variation
John Beddington,2010-9-27,10.1098/rstb.2010.0181,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0181,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0181?download=true,/doi/epdf/10.1098/rstb.2010.0181,The Royal Society,Global food and farming futures
H. Charles J. Godfray,2010-9-27,10.1098/rstb.2010.0180,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0180,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0180?download=true,/doi/epdf/10.1098/rstb.2010.0180,The Royal Society,The future of the global food system
Philip K. Thornton,2010-9-27,10.1098/rstb.2010.0134,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2010.0134,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0134?download=true,/doi/epdf/10.1098/rstb.2010.0134,The Royal Society,"Livestock production recent trends, future prospects"
Meredith B. Peach,2008-12-27,10.1098/rstb.2008.3000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.3000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.3000?download=true,/doi/epdf/10.1098/rstb.2008.3000,The Royal Society,"Correction for Peach and Marshall, The pit organs of elasmobranchs a review"
Paul V McGraw,2008-10-31,rstb20080274,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2008.0274,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2008.0274?download=true,/doi/epdf/10.1098/rstb.2008.0274,The Royal SocietyLondon,Introduction. Sensory learning from neural mechanisms to rehabilitation
George Udny Yule,1925-01-01,10.1098/rstb.1925.0002,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1925.0002,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1925.0002?download=true,/doi/epdf/10.1098/rstb.1925.0002,The Royal SocietyLondon,"II.—A mathematical theory of evolution, based on the conclusions of Dr. J. C. Willis, F. R. S"
Linda Partridge,2010-1-12,10.1098/rstb.2009.0222,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0222,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0222?download=true,/doi/epdf/10.1098/rstb.2009.0222,The Royal Society,The new biology of ageing
Fiona M. Watt,2010-1-12,10.1098/rstb.2009.0149,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0149,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0149?download=true,/doi/epdf/10.1098/rstb.2009.0149,The Royal Society,The therapeutic potential of stem cells
Simon Conway Morris,2010-1-12,10.1098/rstb.2009.0154,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0154,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0154?download=true,/doi/epdf/10.1098/rstb.2009.0154,The Royal Society,Evolution like any other science it is predictable
Sir Walter Bodmer,1994-06-29,10.1098/rstb.1994.0070,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1994.0070,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1994.0070?download=true,/doi/epdf/10.1098/rstb.1994.0070,The Royal SocietyLondon,Preface
Michael John Bevan,1993-11-29,10.1098/rstb.1993.0145,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1993.0145,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1993.0145?download=true,/doi/epdf/10.1098/rstb.1993.0145,The Royal SocietyLondon,Preface
Michael Joseph Crumpton,1993-10-29,10.1098/rstb.1993.0128,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1993.0128,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1993.0128?download=true,/doi/epdf/10.1098/rstb.1993.0128,The Royal SocietyLondon,Alan F. Williams an Appreciation
John Robert Laurence Allen,1993-08-28,10.1098/rstb.1993.0104,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1993.0104,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1993.0104?download=true,/doi/epdf/10.1098/rstb.1993.0104,The Royal SocietyLondon,Preface
R. K. Butlin,1993-05-29,10.1098/rstb.1993.0054,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1993.0054,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1993.0054?download=true,/doi/epdf/10.1098/rstb.1993.0054,The Royal SocietyLondon,Preface
John Lander Harper,1996-09-30,10.1098/rstb.1996.0105,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1996.0105,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1996.0105?download=true,/doi/epdf/10.1098/rstb.1996.0105,The Royal SocietyLondon,Preface
S. Wright,2012-11-5,10.1098/rstb.2012.0385,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0385,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0385?download=true,/doi/epdf/10.1098/rstb.2012.0385,The Royal Society,Notice of redundant publicationDNA sequences required for regulated expression of β-globin genes in murine erythroleukaemia cells
Pau Creixell,2012-11-5,10.1098/rstb.2012.0384,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0384,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0384?download=true,/doi/epdf/10.1098/rstb.2012.0384,The Royal Society,Research article Mutational properties of amino acid residues implications for evolvability of phosphorylatable residues
Julia L. Blanchard,2012-11-5,10.1098/rstb.2012.0231,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0231,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0231?download=true,/doi/epdf/10.1098/rstb.2012.0231,The Royal Society,Potential consequences of climate change for primary production and fish production in large marine ecosystems
Susan S. Taylor,2012-9-19,10.1098/rstb.2012.0054,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0054,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0054?download=true,/doi/epdf/10.1098/rstb.2012.0054,The Royal Society,Evolution of the eukaryotic protein kinases as dynamic molecular switches
Paul R. Albert,2012-9-5,10.1098/rstb.2012.0190,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2012.0190,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2012.0190?download=true,/doi/epdf/10.1098/rstb.2012.0190,The Royal Society,The neurobiology of depression—revisiting the serotonin hypothesis. I. Cellular and molecular mechanisms
