No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,30186,15.04,689,269,4.52
2,this,21252,10.59,144,275,2.77
3,in,80896,40.32,501,277,2.64
4,by,26234,13.07,127,275,2.28
5,from,19472,9.70,81,275,2.06
6,they,6439,3.21,25,262,1.96
7,when,6879,3.43,24,241,1.81
8,the,322630,160.79,809,277,1.33
9,i,10921,5.44,26,252,1.26
10,it,23912,11.92,53,274,1.15
11,is,49787,24.81,103,276,1.05
12,we,12760,6.36,26,223,1.03
13,to,65738,32.76,128,277,0.97
14,which,23898,11.91,45,276,0.92
15,is,49787,24.81,83,276,0.74
16,are,22218,11.07,36,273,0.70
17,in,80896,40.32,115,277,0.51
18,a,64606,32.20,90,276,0.48
19,the,322630,160.79,442,277,0.46
20,was,18788,9.36,25,267,0.42
21,with,24788,12.35,32,272,0.37
22,a,64606,32.20,70,276,0.12
23,by,26234,13.07,27,275,0.05
24,as,27809,13.86,26,274,-0.09
25,to,65738,32.76,48,277,-0.45
26,of,177545,88.48,127,277,-0.48
27,and,83684,41.71,53,276,-0.65
28,of,177545,88.48,94,277,-0.91
