No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,7347,1.86,42,210,3.50
2,in,23934,6.05,77,223,2.67
3,that,12293,3.11,27,208,2.12
4,i,7640,1.93,16,208,2.05
5,a,21080,5.33,38,225,1.83
6,is,12284,3.11,22,217,1.82
7,which,11291,2.85,19,207,1.73
8,is,12284,3.11,20,217,1.69
9,as,7979,2.02,8,210,0.99
10,be,10514,2.66,10,214,0.91
11,the,93504,23.64,75,225,0.67
12,that,12293,3.11,9,208,0.53
13,which,11291,2.85,8,207,0.49
14,by,11335,2.87,8,222,0.48
15,it,12017,3.04,8,213,0.40
16,to,23826,6.02,14,219,0.22
17,the,93504,23.64,50,225,0.08
18,and,27093,6.85,14,223,0.03
19,in,23934,6.05,11,223,-0.14
20,a,21080,5.33,9,225,-0.24
21,and,27093,6.85,9,223,-0.61
22,of,63360,16.02,20,226,-0.68
23,of,63360,16.02,16,226,-1.00
