https://example.com/collocation-analysis
There are 1041087 different words in your collocation database for "fact". (Your query returned 791 matches in 273 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	this	7295	1.65	46	257	2.80
2	in	24285	5.48	84	269	1.94
3	that	11735	2.65	40	253	1.92
4	i	7629	1.72	19	259	1.46
5	be	10594	2.39	23	258	1.27
6	is	13296	3.00	28	261	1.22
7	is	13296	3.00	24	261	1.00
8	by	11156	2.52	20	267	0.99
9	which	10800	2.44	18	255	0.88
10	a	22213	5.01	29	272	0.53
11	which	10800	2.44	14	255	0.52
12	to	23909	5.40	29	267	0.43
13	that	11735	2.65	14	253	0.40
14	the	95237	21.50	112	272	0.38
15	it	11653	2.63	13	256	0.31
16	and	26573	6.00	27	270	0.17
17	be	10594	2.39	10	258	0.06
18	it	11653	2.63	10	256	-0.07
19	a	22213	5.01	19	272	-0.08
20	the	95237	21.50	79	272	-0.12
21	of	61609	13.91	51	270	-0.13
22	to	23909	5.40	19	267	-0.18
23	in	24285	5.48	16	269	-0.45
24	of	61609	13.91	35	270	-0.67
25	and	26573	6.00	12	270	-1.00
