https://example.com/collocation-analysis
There are 1039023 different words in your collocation database for "fact". (Your query returned 818 matches in 261 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	this	7323	1.64	47	261	2.84
2	that	11804	2.65	39	261	1.88
3	in	24302	5.45	77	261	1.82
4	i	7468	1.67	21	261	1.65
5	be	10672	2.39	23	261	1.26
6	is	13486	3.02	28	261	1.21
7	not	4582	1.03	8	261	0.96
8	which	10831	2.43	18	261	0.89
9	by	11283	2.53	18	261	0.83
10	is	13486	3.02	20	261	0.73
11	a	22107	4.96	29	261	0.55
12	was	7882	1.77	10	261	0.50
13	which	10831	2.43	13	261	0.42
14	that	11804	2.65	14	261	0.40
15	to	24038	5.39	28	261	0.38
16	with	7789	1.75	9	261	0.37
17	was	7882	1.77	9	261	0.35
18	the	96386	21.61	109	261	0.33
19	as	7972	1.79	9	261	0.33
20	this	7323	1.64	8	261	0.28
21	and	27060	6.07	26	261	0.10
22	it	11683	2.62	11	261	0.07
23	it	11683	2.62	11	261	0.07
24	be	10672	2.39	10	261	0.06
25	to	24038	5.39	21	261	-0.04
26	of	62502	14.02	49	261	-0.19
27	a	22107	4.96	17	261	-0.22
28	the	96386	21.61	74	261	-0.22
29	in	24302	5.45	14	261	-0.64
30	of	62502	14.02	35	261	-0.68
31	and	27060	6.07	13	261	-0.90
