Context,Collocate,File,Directory,Year,Frequency Filter
"of formation, x 1000. These facts were established with the help",these,rstb_1946_0004.txt,txt_rstb,1946,14
beginning to fade out. These facts again support the hypothesis of,these,rstb_1947_0001.txt,txt_rstb,1947,14
of the stimulus Two salient facts emerge from these results. The,these,rstb_1947_0002.txt,txt_rstb,1947,14
posterior lobe. These and other facts were produced as evidence that,these,rstb_1947_0002.txt,txt_rstb,1947,14
"orange. At the time, these facts seemed extremely puzzling. Now, however,",these,rstb_1947_0004.txt,txt_rstb,1947,14
"blue and violet, retire. These facts skilfully used may be very",these,rstb_1947_0004.txt,txt_rstb,1947,14
of the test object. These facts make the precise determination of,these,rstb_1947_0004.txt,txt_rstb,1947,14
"way of stating these same facts is, ‘that the primary sensations",these,rstb_1947_0004.txt,txt_rstb,1947,14
else- where. None of these facts is easy to account for,these,rstb_1947_0004.txt,txt_rstb,1947,14
and overlying the trackway. These facts suggest at once: (a) that,these,rstb_1948_0005.txt,txt_rstb,1948,14
rings are frequent. These $B facts all correspond with the sudden,these,rstb_1948_0004.txt,txt_rstb,1948,14
"definitely shorter developmental time. These facts obviously indicate that, with all",these,rstb_1948_0008.txt,txt_rstb,1948,14
0-22in. for the bullet. These facts indicate that Hopkinson’s theory of,these,rsta_1948_0001.txt,txt_rsta,1948,14
the adiabatic law holds; these facts can be used to eliminate,these,rsta_1948_0008.txt,txt_rsta,1948,14
free p'-position. These and other facts have suggested the working hypothesis,these,rsta_1948_0011.txt,txt_rsta,1948,14
ring B. These and other facts (e.g. that increase in size,these,rsta_1948_0011.txt,txt_rsta,1948,14
"occurring spontaneously. Taken together, these facts suggest some significant relationship between",these,rsta_1948_0011.txt,txt_rsta,1948,14
are. These are among the facts of organ formation which await,these,rstb_1949_0001.txt,txt_rstb,1949,14
out in table 4. The facts for these species are interpreted,these,rstb_1949_0004.txt,txt_rstb,1949,14
no reason to doubt these facts so clearly shown by the,these,rstb_1949_0003.txt,txt_rstb,1949,14
are laid down simultaneously. These facts cannot be explained by Snodgrass’s,these,rstb_1949_0003.txt,txt_rstb,1949,14
seismology. In view of these facts it is worth while to,these,rsta_1949_0005.txt,txt_rsta,1949,14
streams feeding it. Bearing these facts in mind we may deduce,these,rstb_1950_0007.txt,txt_rstb,1950,14
monomorphic. In view of these facts it is of particular interest,these,rstb_1950_0006.txt,txt_rstb,1950,14
worth while to give the facts that are known. These throw,these,rstb_1950_0001.txt,txt_rstb,1950,14
cell division is found. These facts explain the difficulty in interpreting,these,rstb_1950_0014.txt,txt_rstb,1950,14
0 or 0. From these facts and equation (52) we deduce,these,rsta_1950_0011.txt,txt_rsta,1950,14
also. A consideration of these facts added to general arguments makes,these,rsta_1950_0016.txt,txt_rsta,1950,14
APICES. I 133 From these facts it is clear that the,these,rstb_1951_0002.txt,txt_rstb,1951,14
increase above the normal. These facts suggested the possi- bility that,these,rstb_1951_0002.txt,txt_rstb,1951,14
"p. 148, where both these facts were inter- preted as resulting",these,rstb_1951_0002.txt,txt_rstb,1951,14
of the striped floor. These facts indicate that the mosquito has,these,rstb_1951_0003.txt,txt_rstb,1951,14
a resultant down-wind movement. These facts are consistent with the optomotor,these,rstb_1951_0003.txt,txt_rstb,1951,14
(Kent 1948). These and similar facts make it appear likely that,these,rsta_1951_0017.txt,txt_rsta,1951,14
refractions was obtained. These two facts indicate that in the western,these,rsta_1952_0015.txt,txt_rsta,1952,14
in non-material matters. The following facts indicate that one stock of,that,rstb_1946_0002.txt,txt_rstb,1946,14
"summary. Broadly speaking, the main facts that emerge are that there",that,rstb_1946_0002.txt,txt_rstb,1946,14
"ways of looking at the facts of stelar development, e.g. that",that,rstb_1947_0001.txt,txt_rstb,1947,14
posterior lobe. These and other facts were produced as evidence that,that,rstb_1947_0002.txt,txt_rstb,1947,14
it is worth mentioning the facts that (a) the response varied,that,rstb_1947_0002.txt,txt_rstb,1947,14
which most closely fits the facts is that at the centre,that,rstb_1947_0004.txt,txt_rstb,1947,14
to account for all the facts that have been mentioned in,that,rstb_1947_0004.txt,txt_rstb,1947,14
"eye. Granit found several other facts concerning dominators. First, that by",that,rstb_1947_0004.txt,txt_rstb,1947,14
and overlying the trackway. These facts suggest at once: (a) that,that,rstb_1948_0005.txt,txt_rstb,1948,14
"adult life was considerably less, facts which would indicate that conditions",that,rstb_1948_0008.txt,txt_rstb,1948,14
0-22in. for the bullet. These facts indicate that Hopkinson’s theory of,that,rsta_1948_0001.txt,txt_rsta,1948,14
ring B. These and other facts (e.g. that increase in size,that,rsta_1948_0011.txt,txt_rsta,1948,14
now seems improbable that the facts of stelar elaboration can be,that,rstb_1949_0001.txt,txt_rstb,1949,14
of any one animal the facts of development of that animal,that,rstb_1949_0003.txt,txt_rstb,1949,14
"consider the cases p21. The facts that x, = (s—ic)/a, and",that,rsta_1949_0005.txt,txt_rsta,1949,14
worth while to give the facts that are known. These throw,that,rstb_1950_0001.txt,txt_rstb,1950,14
Available evidence shows that the facts of lung growth in the,that,rstb_1950_0014.txt,txt_rstb,1950,14
"5, and depends on the facts that the body | (af",that,rsta_1950_0003.txt,txt_rsta,1950,14
carbonate hexahydrate proceeds readily. Such facts lead to the suggestion that,that,rsta_1950_0016.txt,txt_rsta,1950,14
APICES. I 133 From these facts it is clear that the,that,rstb_1951_0002.txt,txt_rstb,1951,14
increase above the normal. These facts suggested the possi- bility that,that,rstb_1951_0002.txt,txt_rstb,1951,14
half carrying that centre. The facts therefore indicate that the tips,that,rstb_1951_0002.txt,txt_rstb,1951,14
’ One of the striking facts of phyllotaxis is that in,that,rstb_1951_0007.txt,txt_rstb,1951,14
of the striped floor. These facts indicate that the mosquito has,that,rstb_1951_0003.txt,txt_rstb,1951,14
"occurs and, together with the facts concerning organic peroxides, shows that",that,rsta_1951_0009.txt,txt_rsta,1951,14
(Kent 1948). These and similar facts make it appear likely that,that,rsta_1951_0017.txt,txt_rsta,1951,14
the thinner beds. The important facts apparent are that some beds,that,rsta_1951_0017.txt,txt_rsta,1951,14
"appearance. Making use of the facts that P%(cos#) = cos#, Pi(cos#)",that,rstb_1952_0012.txt,txt_rstb,1952,14
refractions was obtained. These two facts indicate that in the western,that,rsta_1952_0015.txt,txt_rsta,1952,14
