https://example.com/collocation-analysis
There are 2729462 different words in your collocation database for "fact". (Your query returned 5638 matches in 284 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	that	25896	12.80	344	278	2.75
2	this	15132	7.48	161	277	2.43
3	in	69636	34.42	672	282	2.29
4	being	5371	2.65	31	270	1.55
5	is	35342	17.47	180	279	1.37
6	if	5597	2.77	28	263	1.34
7	only	4035	1.99	19	258	1.25
8	all	4781	2.36	21	262	1.15
9	has	5102	2.52	21	265	1.06
10	being	5371	2.65	22	270	1.05
11	we	9395	4.64	37	245	0.99
12	is	35342	17.47	139	279	0.99
13	not	9745	4.82	35	277	0.86
14	when	6742	3.33	22	257	0.72
15	these	7685	3.80	25	266	0.72
16	which	24237	11.98	78	278	0.70
17	no	6319	3.12	20	256	0.68
18	from	17666	8.73	54	279	0.63
19	been	6327	3.13	19	262	0.60
20	it	21557	10.65	62	277	0.54
21	have	10534	5.21	29	276	0.48
22	as	22178	10.96	59	278	0.43
23	it	21557	10.65	57	277	0.42
24	these	7685	3.80	20	266	0.40
25	are	15692	7.76	40	276	0.37
26	may	7482	3.70	19	272	0.36
27	but	9463	4.68	24	273	0.36
28	i	11911	5.89	30	269	0.35
29	the	268552	132.73	675	283	0.35
30	a	56002	27.68	133	281	0.26
31	have	10534	5.21	25	276	0.26
32	to	58231	28.78	138	282	0.26
33	by	25928	12.81	61	283	0.25
34	by	25928	12.81	59	283	0.20
35	to	58231	28.78	129	282	0.16
36	an	9654	4.77	21	273	0.14
37	the	268552	132.73	584	283	0.14
38	of	168389	83.22	366	283	0.14
39	be	23928	11.83	52	278	0.14
40	we	9395	4.64	20	245	0.11
41	which	24237	11.98	50	278	0.06
42	was	14575	7.20	30	264	0.06
43	this	15132	7.48	31	277	0.05
44	a	56002	27.68	114	281	0.04
45	at	15623	7.72	31	280	0.01
46	not	9745	4.82	19	277	-0.02
47	in	69636	34.42	134	282	-0.04
48	was	14575	7.20	28	264	-0.04
49	are	15692	7.76	30	276	-0.05
50	for	13694	6.77	26	283	-0.06
51	and	70146	34.67	127	283	-0.13
52	be	23928	11.83	42	278	-0.17
53	that	25896	12.80	42	278	-0.29
54	for	13694	6.77	21	283	-0.37
55	as	22178	10.96	34	278	-0.37
56	with	20969	10.36	32	281	-0.37
57	with	20969	10.36	27	281	-0.62
58	from	17666	8.73	21	279	-0.73
59	of	168389	83.22	199	283	-0.74
60	on	19207	9.49	20	283	-0.92
61	and	70146	34.67	49	283	-1.50
