No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,135,0.03,15,78,6.93
2,that,13268,3.02,62,298,2.36
3,this,8175,1.86,37,299,2.31
4,is,13924,3.17,45,311,1.83
5,but,4806,1.09,15,298,1.78
6,in,30632,6.98,75,320,1.43
7,it,12181,2.77,28,299,1.34
8,which,11396,2.60,26,299,1.32
9,a,25446,5.79,58,318,1.32
10,is,13924,3.17,31,311,1.29
11,as,9493,2.16,16,303,0.89
12,was,8971,2.04,15,289,0.88
13,by,13093,2.98,20,318,0.75
14,from,9433,2.15,13,310,0.60
15,the,126786,28.87,157,321,0.44
16,be,11489,2.62,14,304,0.42
17,in,30632,6.98,35,320,0.33
18,of,76412,17.40,81,321,0.22
19,to,30203,6.88,30,317,0.12
20,by,13093,2.98,13,318,0.12
21,a,25446,5.79,25,318,0.11
22,that,13268,3.02,13,298,0.11
23,the,126786,28.87,104,321,-0.15
24,to,30203,6.88,24,317,-0.20
25,of,76412,17.40,49,321,-0.51
26,and,34933,7.95,18,321,-0.82
27,and,34933,7.95,16,321,-0.99
