https://example.com/collocation-analysis
There are 2450907 different words in your collocation database for "facts". (Your query returned 1267 matches in 271 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	7493	1.15	70	254	3.92
2	been	5764	0.89	18	258	2.34
3	have	9617	1.48	27	263	2.19
4	which	23091	3.55	52	266	1.87
5	from	16715	2.57	33	268	1.68
6	i	11532	1.77	21	257	1.57
7	are	13890	2.14	25	264	1.55
8	that	23159	3.56	41	266	1.52
9	with	18950	2.91	24	268	1.04
10	as	20551	3.16	26	265	1.04
11	to	53079	8.16	67	269	1.04
12	by	23394	3.60	27	270	0.91
13	the	244283	37.58	244	271	0.70
14	or	12802	1.97	12	264	0.61
15	this	14062	2.16	13	264	0.59
16	to	53079	8.16	46	269	0.49
17	in	63806	9.81	53	270	0.43
18	by	23394	3.60	19	270	0.40
19	with	18950	2.91	14	268	0.26
20	be	22388	3.44	16	266	0.22
21	of	151244	23.26	106	271	0.19
22	and	63614	9.79	35	271	-0.16
23	a	48856	7.52	25	267	-0.27
24	the	244283	37.58	121	271	-0.31
25	in	63806	9.81	28	270	-0.49
26	of	151244	23.26	63	271	-0.56
27	and	63614	9.79	26	271	-0.59
28	a	48856	7.52	15	267	-1.00
